ens_id	fam_age	len_age	rate	root_boot	corr_age	corr_len_age	corr_rate	corr_root_boot
ENSG00000002726	3556.3	3549.94686475942	0.000730766808199533	0	14.85	7.22013422818792	0.000295757575757576	100
ENSG00000002745	940.0	938.609708980238	0.00124673510638298	0	163.884210526316	160.552518958852	0.000205858757787912	100
ENSG00000002746	1381.2	1380.03376415434	0.000628887923544744	0	92.4333333333334	91.0061120188129	0.00041368193292463	100
ENSG00000002822	1369.03846153846	1367.80362903456	0.000930914679027953	0	92.4333333333334	90.822977033049	0.000555946628200505	100
ENSG00000002834	937.457142857143	937.457142857143	106.673727332449	0	14.85	14.85	0.000976430976430976	97
ENSG00000002919	1215.81	1215.81	0.00226927727194216	0	92.4333333333334	92.4333333333334	0.000218406058420483	94
ENSG00000002933	167.38125	166.265669177476	0.00469781412195213	0	163.884210526316	162.791937154133	0.00479805832102254	86
ENSG00000003056	940.0	937.850174199557	0.000426459574468085	0	167.38125	165.614691344895	0.00039550427541914	83
ENSG00000003096	940.0	939.244958578948	0.00342071914893617	0	92.4333333333334	90.3404326291317	0.000815106382978723	31
ENSG00000003137	2535.8	2533.15043648308	0.000339033441123117	0	92.4333333333334	90.3768950575491	0.000403642264695276	100
ENSG00000003147	940.0	937.370569296262	0.00135107659574468	0	92.4333333333334	87.4293537927134	0.000571146772448612	90
ENSG00000003249	400.1	397.287790240845	0.000843476630842289	0	92.4333333333334	89.3484758085427	0.000256000721240534	100
ENSG00000003393	2535.8	2535.8	39.4358414516129	0	92.4333333333334	92.4333333333334	0.000585557158312297	79
ENSG00000003400	940.0	938.719384360141	0.00207885744680851	0	14.85	9.90097903481013	0.000215488215488215	100
ENSG00000003402	400.1	399.50143900113	0.000842501874531367	0	361.807692307692	361.114391059767	0.00093166896991602	100
ENSG00000003436	937.457142857143	937.457142857143	0.00385304973941666	0	92.4333333333334	92.4333333333334	0.00123828705373242	71
ENSG00000003509	2535.8	2533.79251176749	0.000472705655020112	0	163.884210526316	162.301440206791	0.000337213693878862	88
ENSG00000003756	1369.03846153846	1368.37783771845	0.00202692041016997	0	92.4333333333334	88.2180055635168	0.000101478543094122	100
ENSG00000003987	2269.5	2269.49997240312	44.0627334227803	0	400.1	399.180177717278	0.000636240939765059	0
ENSG00000003989	2535.8	2533.50545108695	0.00120616136919315	0	313.411111111111	307.709785159051	0.000286381040167334	80
ENSG00000004059	2269.5	2269.5	0.000475225820665345	0	0	0	0	0
ENSG00000004139	937.457142857143	926.134304103758	0.00324897519124684	0	0	0	0	0
ENSG00000004142	2535.8	2532.06886722342	0.00169720285511476	0	14.85	0	3.50168350168356e-006	100
ENSG00000004399	940.0	939.230079897539	0.00548118085106383	0	92.4333333333334	87.4521854094922	0.000357349441038586	94
ENSG00000004455	3556.3	3556.3	0.000514912408964373	0	92.4333333333334	92.4333333333334	3.62964298593581e-005	100
ENSG00000004468	940.0	938.36708544035	0.000980141489361702	0	92.4333333333334	91.1854641573621	0.000197655968265417	100
ENSG00000004478	2269.5	2269.5	0.000994111918924873	0	400.1	400.1	0.00036773056735816	96
ENSG00000004487	2535.8	2531.014926297	0.000593342929253096	0	361.807692307692	355.423997092485	0.000105332199425959	97
ENSG00000004534	1369.03846153846	1368.3676617508	0.00202692041016997	0	762.866666666667	761.670899710444	0.000928153019313117	0
ENSG00000004660	1530.3	1530.3	0.000516636607201202	0	163.884210526316	163.884210526316	0.000292279529834928	98
ENSG00000004700	3556.3	3555.01042623072	0.000617655990776931	0	14.85	12.0061826252378	0.000159259259259259	100
ENSG00000004766	1369.03846153846	1368.36739523425	0.000850312122489114	0	92.4333333333334	90.9557134399053	7.13811756220699e-005	100
ENSG00000004776	937.457142857143	933.714778560941	0.00105662750297156	0	92.4333333333334	87.6642869583247	0.000369152542372881	98
ENSG00000004777	1215.81	1214.78902994829	0.00156449938723978	0	0	0	0	0
ENSG00000004779	2535.8	2535.8	0.000578246707153561	0	0	0	0	0
ENSG00000004799	1530.3	1528.90535337609	0.00129825720446971	0	92.4333333333334	90.4838106636761	0.000415531914893617	90
ENSG00000004809	937.457142857143	933.901810673042	0.00175333988601384	0	92.4333333333334	90.2237799767222	0.00243349441038586	70
ENSG00000004838	2269.5	2268.55124688926	0.00057277285745759	0	400.1	399.541458178581	0.000583856535866034	100
ENSG00000004846	2535.8	2528.5890999815	0.000408562189447117	0	400.1	395.647401910663	0.00040990752311922	60
ENSG00000004848	940.0	917.196149208804	0.00113256489361702	0	0	0	0	0
ENSG00000004864	1381.2	1380.20913051418	0.000855666811468288	0	361.807692307692	359.627540105565	0.000302693951312852	74
ENSG00000004866	937.457142857143	901.561142890386	0.000622148441071592	0	0	0	0	0
ENSG00000004897	1530.3	1529.90610196825	0.00161060576357577	0	163.884210526316	162.180637059951	0.000179132571134948	100
ENSG00000004939	1369.03846153846	1367.22539516341	0.00227913027110549	0	92.4333333333334	87.7687918064785	0.000542672196177425	100
ENSG00000004948	937.457142857143	936.762208925947	0.00131324083386669	0	92.4333333333334	91.4049852625564	0.000201539848539488	100
ENSG00000004961	1381.2	1379.335239047	0.000687530408340573	0	92.4333333333334	90.420906824147	0.000189574468085106	98
ENSG00000004975	940.0	938.216724184636	0.00234699361702128	0	163.884210526316	158.287473385409	0.000265492324490976	69
ENSG00000005001	937.457142857143	937.457121909677	213.34274695849	0	167.38125	165.272552197562	0.000820103804936336	24
ENSG00000005007	3556.3	3556.3	28.119434656525	0	6.08333333333333	6.08333333333333	0.000164383561643836	73
ENSG00000005020	762.866666666667	762.27602364397	0.000814312680241195	0	92.4333333333334	91.0604063158443	0.000367659574468085	100
ENSG00000005022	1530.3	1528.38760564748	0.00111114748742077	0	92.4333333333334	88.0358926048045	0.000214240894338262	79
ENSG00000005059	1369.03846153846	1364.44584348551	0.00115678415507796	0	92.4333333333334	88.6052263062526	0.00097897583844212	100
ENSG00000005073	937.457142857143	937.457142857143	0.00475207323763372	0	92.4333333333334	92.4333333333334	0.000191327082582041	96
ENSG00000005075	2269.5	2260.9955901793	0.000353079092311082	0	6.08333333333333	5.85309140305365	0.0249780821917808	76
ENSG00000005100	2535.8	2533.45946915746	0.0010073097247417	0	163.884210526316	161.026454038378	0.000214834607232321	80
ENSG00000005102	940.0	940	0.00180582659574468	0	92.4333333333334	92.4333333333334	0.000394089433826181	72
ENSG00000005108	1362.0	1361.50552349773	0.00144553010279001	0	163.884210526316	162.748063737585	0.000236892864024664	100
ENSG00000005156	3556.3	3554.36616538253	0.000960989230379889	0	400.1	396.853445448812	0.000211339665083729	74
ENSG00000005175	2269.5	2267.63286116354	0.0011163137254902	0	14.85	9.91562410329986	0.000469360269360269	91
ENSG00000005187	3556.3	3553.39268839294	0.000343107443129095	0	313.411111111111	312.6547671608	0.00138190059205162	0
ENSG00000005189	2269.5	2264.96411908607	0.00102248777263714	0	14.85	6.28063999223075	0.000298383838383838	100
ENSG00000005194	1530.3	1529.03870003309	0.000635119911128537	0	163.884210526316	162.725258598232	0.000566344980409789	95
ENSG00000005238	1369.03846153846	1367.80210903644	0.00177326939176851	0	163.884210526316	159.782313024207	0.000236557261224228	100
ENSG00000005243	1530.3	1528.56281808652	0.000741829053126838	0	0	0	0	0
ENSG00000005249	2535.8	2535.8	0.00131595393958514	0	361.807692307692	361.807692307692	0.000173257786754545	100
ENSG00000005302	940.0	940	0.00169157234042553	0	14.85	14.85	0.000312390572390572	100
ENSG00000005339	1369.03846153846	1368.8761190438	0.00282740705155218	0	92.4333333333334	91.7409591453043	0.00027007573025604	100
ENSG00000005379	940.0	939.118013389859	0.00252731170212766	0	167.38125	165.328833779798	0.00045128710653075	100
ENSG00000005381	2535.8	2535.8	0.000524768514867103	0	167.38125	167.38125	0.000549034016653598	86
ENSG00000005421	2535.8	2532.59040941491	0.00056195204669138	0	0	0	0	0
ENSG00000005436	1369.03846153846	1368.58008272168	0.00363025885658098	0	92.4333333333334	90.9447446297195	0.000630292102416156	100
ENSG00000005448	1362.0	1360.339246892	0.000478444199706314	0	167.38125	166.319794052676	0.000323088756954557	79
ENSG00000005469	2535.8	2534.78006153695	0.00035499605647133	0	400.1	399.478447453297	0.000311177205698575	100
ENSG00000005471	2535.8	2534.24465208591	0.000408562189447117	0	313.411111111111	312.275070729963	0.000404685716311554	96
ENSG00000005483	940.0	939.895332448971	0.00436056808510638	0	92.4333333333334	91.7086747904094	0.00048751893256401	100
ENSG00000005486	400.1	399.809972396084	0.000769970007498125	0	361.807692307692	361.507369382571	0.000851460614436058	100
ENSG00000005513	940.0	938.896314711514	0.00372165212765957	0	14.85	9.89586874051593	0.000881212121212121	94
ENSG00000005700	2535.8	2535.8	39.4362851790362	0	0	0	0	0
ENSG00000005801	792.4	790.062757723628	0.0008501375567895	0	14.85	14.6946045123697	0.0150608080808081	17
ENSG00000005810	1530.3	1530.3	130.695033955434	0	14.85	14.85	0.000303838383838384	79
ENSG00000005812	762.866666666667	761.907401613233	0.000746077951586123	0	361.807692307692	359.652105962804	0.0004222464122462	100
ENSG00000005844	940.0	938.192410132417	0.00197968510638298	0	0	0	0	0
ENSG00000005882	1530.3	1530.1660192028	0.00129825720446971	0	6.08333333333333	5.65730184581976	0.000469315068493151	100
ENSG00000005884	940.0	938.533330814711	0.00197968510638298	0	400.1	397.819568960891	0.000930677330667333	60
ENSG00000005889	762.866666666667	762.505708643164	0.00219759896880189	0	14.85	8.9126885938443	0.000223164983164983	93
ENSG00000005893	940.0	905.849487082175	0.00119757765957447	0	167.38125	127.440308442572	0.000692753818005302	99
ENSG00000005955	1362.0	1360.72497843724	0.000860064610866373	0	6.08333333333333	0	0.000219452054794521	100
ENSG00000005961	940.0	939.582529997838	0.00197968510638298	0	313.411111111111	312.353775343033	0.000388416350551282	93
ENSG00000005981	762.866666666667	761.874935410776	0.00150397186052609	0	92.4333333333334	90.2911670920647	0.000381648034619546	100
ENSG00000006007	3556.3	3551.05464791347	0.000717196243286562	0	92.4333333333334	85.77296215125	0.000144049765596827	100
ENSG00000006015	940.0	937.424092633556	0.00116775425531915	0	92.4333333333334	90.1680232825869	0.00179695997115038	100
ENSG00000006016	400.1	398.901224575584	0.00182546113471632	0	92.4333333333334	87.3455512736253	0.000452899386945546	100
ENSG00000006025	1381.2	1381.2	0.00308779756733275	0	167.38125	167.38125	0.000469718083716067	84
ENSG00000006042	937.457142857143	936.812119767651	0.00178062326658743	0	163.884210526316	162.068658764266	0.000263497013295651	98
ENSG00000006047	1369.03846153846	1327.68809599224	0.00112622694198623	0	361.807692307692	332.745064135444	0.00142909067715531	69
ENSG00000006059	400.1	399.157632992946	0.00178702574356411	0	92.4333333333334	89.4024903755896	0.000180389469888208	100
ENSG00000006071	2535.8	2533.37662912116	0.000706453979020427	0	742.888888888889	740.514276491457	0.000278877505234819	73
ENSG00000006074	400.1	396.671573804091	0.00147594601349663	0	0	0	0	0
ENSG00000006075	400.1	394.957572050372	0.00147594601349663	0	6.08333333333333	3.3945110505601	0.00255287671232877	0
ENSG00000006114	940.0	939.199445308801	0.00194065744680851	0	313.411111111111	310.310481382966	0.000334193639876627	68
ENSG00000006116	762.866666666667	762.492029147739	0.00294947478808005	0	167.38125	166.836308291241	0.00217219073223554	73
ENSG00000006118	937.457142857143	936.324340316179	0.00332174758465149	0	167.38125	164.28349441783	0.000242876666293268	100
ENSG00000006125	2269.5	2269.12390029148	0.00116213967834325	0	163.884210526316	162.970457471306	0.000168857023572484	91
ENSG00000006128	400.1	398.637852730707	0.00142243439140215	0	0	0	0	0
ENSG00000006194	313.411111111111	312.461572326401	0.00231728861630092	0	167.38125	166.842449398299	0.00433898062058922	3
ENSG00000006210	167.38125	166.138606514375	0.000862327769687465	0	163.884210526316	162.575570327606	0.000880725480120753	100
ENSG00000006282	3556.3	3546.87875357098	0.000277598065405056	0	163.884210526316	159.806647362174	5.84498040978868e-005	100
ENSG00000006283	1369.03846153846	1368.31748230575	0.00116987582525636	0	163.884210526316	161.991254408254	0.000119974950221594	100
ENSG00000006327	313.411111111111	313.411111111111	0.00076113447016698	0	92.4333333333334	92.4333333333334	0.00108046520014425	100
ENSG00000006377	940.0	940	106.384210403192	0	0	0	0	0
ENSG00000006432	1381.2	1380.64462197277	0.00190748551983782	0	400.1	399.00248673315	0.000559667583104224	1
ENSG00000006451	1381.2	1381.2	0.000843125181002027	0	92.4333333333334	92.4333333333334	0.000212823656689506	99
ENSG00000006453	940.0	938.895454560847	0.00159639255319149	0	92.4333333333334	89.9714951373099	6.45546339704291e-005	100
ENSG00000006459	1369.03846153846	1332.35523581459	0.00217190684084843	0	0	0	0	0
ENSG00000006468	940.0	940	0.00201057659574468	0	92.4333333333334	92.4333333333334	0.000454273350162279	93
ENSG00000006530	1381.2	1378.16943467471	0.00214020923834347	0	163.884210526316	154.591268892545	0.000267603571199178	95
ENSG00000006534	3556.3	3535.26712650454	0.000456705845963501	0	163.884210526316	157.188661169245	0.000684361230650652	90
ENSG00000006555	742.888888888889	741.016242361412	0.000414324409213281	0	163.884210526316	161.495576148798	0.00105039405228338	100
ENSG00000006576	1362.0	1360.71987662138	0.000859221732745962	0	14.85	9.82528877252426	8.8956228956229e-005	96
ENSG00000006606	400.1	398.785861540737	0.00147594601349663	0	313.411111111111	312.381704476091	0.00188418974013543	9
ENSG00000006607	940.0	939.007236933155	0.00344200319148936	0	92.4333333333334	88.8547582810155	0.000135210962856113	100
ENSG00000006611	891.75	889.751525900043	0.00346603083823942	0	313.411111111111	301.911831890457	9.98720175842875e-005	100
ENSG00000006625	2535.8	2535.8	0.000336762560138812	0	92.4333333333334	92.4333333333334	0.00059276235124414	100
ENSG00000006634	891.75	891.75	0.00153888421642837	0	92.4333333333334	92.4333333333334	0.00115622791200865	100
ENSG00000006638	940.0	938.25828936596	0.00116084042553191	0	163.884210526316	161.55388638266	0.000432854390134241	78
ENSG00000006652	1369.03846153846	1367.07800357195	0.000930064447253828	0	163.884210526316	159.718022314312	0.000311561436187295	76
ENSG00000006659	163.884210526316	129.899350718256	0.00380492420836277	0	6.08333333333333	0	0.0125186301369863	97
ENSG00000006695	3556.3	3551.99976270334	0.000387736411438855	0	92.4333333333334	89.4511087942743	8.77064551027768e-005	99
ENSG00000006704	400.1	399.515139838321	0.00420236190952262	0	92.4333333333334	90.4889824304539	0.000826974395961053	87
ENSG00000006712	1369.03846153846	1369.03846153846	0.000803197668211828	0	0	0	0	0
ENSG00000006715	1369.03846153846	1368.31475418958	0.00121199297654165	0	92.4333333333334	90.4615513681755	0.000262134871979805	100
ENSG00000006740	1215.81	1215.80997827383	82.2505171844285	0	92.4333333333334	89.1194266110264	0.000173768481788676	99
ENSG00000006744	2269.5	2267.59313904198	0.00136534875523243	0	313.411111111111	309.134077250468	0.00018829581309604	74
ENSG00000006747	1369.03846153846	1369.03841763391	73.0444869340076	0	92.4333333333334	88.2350314411965	0.000195005409304003	100
ENSG00000006756	3556.3	3535.33684603637	0.00039008773163119	0	0	0	0	0
ENSG00000006757	1381.2	1380.13373107445	0.00221938386909933	0	163.884210526316	161.021259256619	0.00046396171880018	95
ENSG00000006788	940.0	937.455656876926	0.000923567021276596	0	313.411111111111	307.819927835254	0.000111013932711738	91
ENSG00000006831	1530.3	1529.14566072019	0.000676706528131739	0	163.884210526316	161.610857787089	0.000136626950992357	100
ENSG00000006837	1530.3	1530.3	0.000664593217016271	0	14.85	14.85	0.000121077441077441	100
ENSG00000007001	940.0	935.245202495267	0.000577247872340426	0	163.884210526316	158.523659226862	0.000288984520521549	100
ENSG00000007038	937.457142857143	937.457130506153	213.34274695849	0	163.884210526316	163.266930520345	0.0021871478579228	0
ENSG00000007047	1381.2	1381.19991715629	72.4007479800174	0	92.4333333333334	82.744487551408	0.000151904075009015	100
ENSG00000007062	940.0	939.044126668408	0.000932578723404255	0	92.4333333333334	91.7572820960034	0.000898507032095204	100
ENSG00000007080	1381.2	1377.7513711612	0.000501264842166232	0	92.4333333333334	88.9340014139272	3.08979444644789e-005	100
ENSG00000007129	400.1	395.792266776303	0.00204626843289178	0	14.85	0	0.00053016835016835	100
ENSG00000007168	2269.5	2267.38489124932	0.000982425203789381	0	92.4333333333334	84.2101457658492	0.000126415434547422	100
ENSG00000007171	3556.3	3556.29994517978	56.2383778764446	0	92.4333333333334	89.4131547896619	0.000380252434186801	100
ENSG00000007174	2269.5	2267.49679683053	0.00120201630315047	0	163.884210526316	160.818022807443	0.000173402916051127	77
ENSG00000007202	1215.81	1214.72509384593	0.00111903915907913	0	92.4333333333334	88.7203770870359	0.000199884601514605	100
ENSG00000007216	3556.3	3553.02535244464	0.000977192025419678	0	167.38125	163.994326612192	0.000495425861618312	82
ENSG00000007237	839.442857142857	837.485000518457	0.000630943482922346	0	722.5	720.763645125719	0.000733067128027682	100
ENSG00000007255	1381.2	1376.5205183218	0.000783134955111497	0	0	0	0	0
ENSG00000007264	940.0	939.083813385951	0.00329976063829787	0	313.411111111111	309.047260212602	0.000383767504520154	99
ENSG00000007306	400.1	399.072929477214	0.00204626843289178	0	14.85	14.672266838654	0.0124172390572391	8
ENSG00000007312	400.1	397.916425546143	0.00122962009497626	0	313.411111111111	310.815069644425	0.00156973056333534	100
ENSG00000007314	1530.3	1529.15056395737	0.00153590929883029	0	400.1	399.150526000243	0.00197373906523369	6
ENSG00000007341	937.457142857143	936.823609180023	0.000622148441071592	0	92.4333333333334	91.5537730267948	0.000167591056617382	96
ENSG00000007350	3556.3	3549.62190053758	0.000605018699209853	0	92.4333333333334	89.9789440319617	0.000713021997836278	79
ENSG00000007372	940.0	938.850072539738	0.00217057127659574	0	0	0	0	0
ENSG00000007376	2269.5	2266.11451004537	0.00145925358008372	0	92.4333333333334	86.26213662374	0.000103847818247385	94
ENSG00000007384	1381.2	1379.25308328725	0.00148475890529974	0	92.4333333333334	85.9928554798357	0.000128871258564731	98
ENSG00000007392	1381.2	1378.87469580427	0.000896255430060816	0	92.4333333333334	88.8668243035683	0.000508766678687342	100
ENSG00000007402	1362.0	1362	0.0011327815712188	0	92.4333333333334	92.4333333333334	0.000364857554994591	89
ENSG00000007516	940.0	937.769882300476	0.00130658510638298	0	92.4333333333334	88.2492332065136	0.000254258925351605	100
ENSG00000007520	3556.3	3539.15079461418	0.000164914658493378	0	163.884210526316	158.4295688184	0.000199799601772754	100
ENSG00000007541	1530.3	1525.94153987293	0.000731834280859962	0	92.4333333333334	88.0688664643939	0.000693732419761991	81
ENSG00000007545	940.0	939.336763329884	0.00222245744680851	0	14.85	12.6310857486109	0.000896835016835017	89
ENSG00000007866	1215.81	1215.81	0.00240626002418141	0	92.4333333333334	92.4333333333334	0.000367464839523981	92
ENSG00000007908	937.457142857143	937.457106446564	106.671864336351	0	361.807692307692	358.209523891122	0.000279596045498033	19
ENSG00000007923	1369.03846153846	1367.63752017544	0.000816014327855036	0	14.85	13.1461346235644	0.00092013468013468	92
ENSG00000007933	2535.8	2535.8	0.000460321003233693	0	92.4333333333334	92.4333333333334	2.5109989181392e-005	99
ENSG00000007944	940.0	939.574356861163	0.00204373936170213	0	163.884210526316	162.607518088147	0.000364897873980345	69
ENSG00000007952	1530.3	1528.92103761154	0.0010925700842972	0	400.1	398.635265444744	0.00062934016495876	70
ENSG00000007968	1381.2	1380.15286367571	0.000960105705183898	0	163.884210526316	162.791568066245	0.000456694392703449	84
ENSG00000008018	2269.5	2267.67298102982	0.000510183300286407	0	163.884210526316	162.010974264054	0.000638401952598112	82
ENSG00000008056	937.457142857143	934.857279355429	0.00178384581390387	0	92.4333333333334	84.271389642637	0.000301806707536964	84
ENSG00000008083	1381.2	1379.7760265122	0.00138872357370403	0	92.4333333333334	88.5881753672172	0.000316065632888568	97
ENSG00000008086	1530.3	1530.3	0.000664593217016271	0	92.4333333333334	92.4333333333334	9.91849981968987e-005	87
ENSG00000008118	1530.3	1526.70118265628	0.000660093445729596	0	92.4333333333334	86.886595265786	0.000229657410746484	100
ENSG00000008128	1530.3	1521.33145629724	0.000664593217016271	0	92.4333333333334	83.2519457165196	0.00018245582401731	75
ENSG00000008130	3556.3	3549.77152513689	0.000422474200714226	0	92.4333333333334	87.6033648447433	0.000320219978362784	100
ENSG00000008196	940.0	940	0.00273650744680851	0	92.4333333333334	92.4333333333334	0.000430180310133429	100
ENSG00000008197	940.0	939.739293404054	0.00273650744680851	0	92.4333333333334	90.9920474116721	0.000310721240533718	99
ENSG00000008226	1381.2	1379.51193853242	0.00151717636837533	0	167.38125	166.323635045069	0.00142486688323812	74
ENSG00000008256	2535.8	2535.8	0.000449440018928938	0	92.4333333333334	92.4333333333334	0.000395182113234764	100
ENSG00000008277	1215.81	1215.81	0.000971399314037556	0	14.85	14.85	0.00054983164983165	97
ENSG00000008282	940.0	938.009696779198	0.00175386595744681	0	92.4333333333334	87.7059682953716	0.000195384060584205	100
ENSG00000008283	1369.03846153846	1366.93149297679	0.000912271667369012	0	400.1	397.369453664598	0.000356003499125219	98
ENSG00000008294	940.0	939.741842788938	0.00383396914893617	0	163.884210526316	162.297264021589	0.000313123514676601	85
ENSG00000008300	940.0	939.999991013683	106.38348847766	0	762.866666666667	761.922997535049	0.000762234116927379	0
ENSG00000008311	2535.8	2531.67704259374	0.000492880747693036	0	167.38125	165.203359198953	0.000566855606586759	100
ENSG00000008323	940.0	937.064145544802	0.00133151170212766	0	400.1	396.867675921013	0.00104385903524119	89
ENSG00000008324	937.457142857143	934.402376450861	0.00115995489317607	0	0	0	0	0
ENSG00000008382	1381.2	1378.06283660123	0.00189206487112656	0	163.884210526316	156.597816729903	0.000436942642430471	99
ENSG00000008394	2535.8	2535.8	0.000400625443646975	0	163.884210526316	163.884210526316	0.000347965187231036	95
ENSG00000008405	3556.3	3554.18293853065	0.000274816522790541	0	92.4333333333334	91.0460608748053	0.000268636855391273	100
ENSG00000008438	2535.8	2514.28784470804	0.000457079422667403	0	163.884210526316	156.65869280401	0.000419344851949387	96
ENSG00000008441	940.0	928.83279031986	0.0021191670212766	0	0	0	0	0
ENSG00000008513	742.888888888889	740.725151146258	0.000659607388573138	0	163.884210526316	160.538310006975	0.000196467981244781	98
ENSG00000008516	2535.8	2535.8	0.00147656952441044	0	92.4333333333334	92.4333333333334	0.000595488640461594	98
ENSG00000008710	1362.0	1361.99997374067	146.842884049927	0	92.4333333333334	89.3159497612259	0.000708921745402091	82
ENSG00000008735	940.0	938.630336417215	0.00116908723404255	0	313.411111111111	310.334695909665	0.000312924451377318	84
ENSG00000008838	940.0	939.385070109525	0.00145146382978723	0	163.884210526316	162.805012906254	0.000681389620399512	95
ENSG00000008853	2269.5	2269.5	0.00214109980171844	0	163.884210526316	163.884210526316	0.000286012910270409	72
ENSG00000008869	1369.03846153846	1368.20644330016	0.00164283478016575	0	313.411111111111	310.395587520266	0.000335884709469281	93
ENSG00000008952	1215.81	1215.81	0.000554891800528043	0	163.884210526316	163.884210526316	0.000112341511978932	80
ENSG00000008988	3556.3	3556.3	0.000338522903017181	0	92.4333333333334	92.4333333333334	0.000401359538406058	92
ENSG00000009307	1362.0	1361.83491636732	0.002334140969163	0	167.38125	167.056684217808	0.00112313057764833	0
ENSG00000009335	1530.3	1530.29998511064	65.3484160184278	0	92.4333333333334	91.6265658405021	0.000559981968986657	94
ENSG00000009413	3556.3	3554.27804208757	0.000531317099232348	0	400.1	398.015230175469	0.000181324668832792	100
ENSG00000009694	1530.3	1530.03872698526	0.00608345814546167	0	0	0	0	0
ENSG00000009709	937.457142857143	934.883318789233	0.00356223751181006	0	92.4333333333334	78.7390246875381	0.000382946267580238	95
ENSG00000009724	937.457142857143	936.037027168658	0.00255707689494377	0	361.807692307692	357.355161424187	0.000258054214946317	97
ENSG00000009765	3556.3	3555.82668086327	0.000260688355875489	0	92.4333333333334	92.361058290016	0.00235461593941579	99
ENSG00000009780	937.457142857143	937.457142857143	0.00238860519338027	0	0	0	0	0
ENSG00000009790	1215.81	1214.22148026042	0.00195435800001645	0	167.38125	165.296728351301	0.000630190060117247	73
ENSG00000009830	1299.2	1298.21147841629	0.00168183035714286	0	92.4333333333334	89.4598451007156	0.000218113956004327	100
ENSG00000009844	1530.3	1529.04727322885	0.000578531333725413	0	163.884210526316	162.363409294122	0.000379328794399127	98
ENSG00000009950	940.0	939.602261902257	0.00352674574468085	0	313.411111111111	311.087662009474	0.000254244336512213	86
ENSG00000009954	2269.5	2269.49995685765	44.0632697858559	0	0	0	0	0
ENSG00000010017	1369.03846153846	1368.35297089197	0.00298222520016856	0	400.1	396.43677265334	0.000260982254436391	87
ENSG00000010030	940.0	938.75104854482	0.00271298723404255	0	14.85	12.2779308882764	0.000917104377104377	100
ENSG00000010072	2535.8	2535.8	0.000402582222572758	0	6.08333333333333	6.08333333333333	0.000277972602739726	81
ENSG00000010165	2269.5	2267.1439511366	0.00106729984578101	0	167.38125	164.090762153307	0.000362125387401516	96
ENSG00000010219	2269.5	2266.92178038712	0.000581376955276493	0	167.38125	165.202906253684	5.41279265150666e-005	100
ENSG00000010244	1381.2	1381.2	0.000764685056472633	0	92.4333333333334	92.4333333333334	0.000191121529029931	99
