gene_id	refseq	fam_age	len_age	rate
2639	1229.645455	XM_006722721/XM_006722720/NR_102317/NR_102316/NM_013976/NM_000159	NA	NA
2642	442.35	XM_006722277/XM_006722276/NM_000160	NA	NA
2643	1387.535714	XM_005267530/NM_001024071/NM_001024070/NM_001024024/NM_000161	NA	NA
2690	442.35	XM_005248288/NM_001242401/NM_001242406/NM_001242405/NM_001242404/NM_001242403/NM_001242402/NM_001242400/NM_001242399/NM_000163/NM_001242462/NM_001242460	NA	NA
2697	442.35	NM_000165	NA	NA
2705	442.35	NM_001097642/NM_000166	NA	NA
2737	442.35	XM_005249704/XM_005249703/NM_000168	NA	NA
2731	1387.535714	NM_000170	NA	NA
8001	937.4571429	NM_006529/NM_001042543	NA	NA
2811	314.52	NM_000173	NA	NA
2815	314.52	XM_005247374/NM_000174	246.968374211356	0.00575791809741829
2821	1229.645455	XM_006723148/NM_001289790/NM_001289789/XM_005258764/XM_005258763/NM_000175/NM_001184722	NA	NA
2934	1387.535714	XM_005251945/XM_006717079/XM_006717078/XM_006717077/XM_006717076/XM_006717075/XM_005251944/XM_005251943/XM_005251940/NM_001258030/NM_001258029/NM_001127667/NM_001127666/NM_001127665/NM_001127664/NM_001127663/NM_001127662/NM_000177/NM_198252	NA	NA
2937	1387.535714	XM_005260406/NM_000178	NA	NA
2956	1387.535714	XM_005264271/NM_001281494/NM_001281493/NM_001281492/NM_000179	NA	NA
3030	1387.535714	NM_000182	NA	NA
3032	937.4571429	NM_001281513/NM_001281512/NM_000183	NA	NA
3081	1387.535714	XM_005247414/XM_005247413/XM_005247412/NM_000187	NA	NA
3145	1387.535714	XM_005271533/XM_005271532/XM_005271531/NM_001258209/NM_001258208/NM_001024382/NM_000190	NA	NA
3155	1387.535714	NM_001166059/NM_000191	NA	NA
6910	442.35	XM_006719582/NM_181486/NM_080717/NM_000192	NA	NA
3257	442.35	XM_005269760/XM_006717818/XM_005269756/XM_005269757/XM_005269755/XM_005269761/XM_005269759/XM_005269758/NM_000195/NM_182639	NA	NA
6448	788.2695652	XM_005257583/XR_429917/XM_005257582/NM_000199	NA	NA
3383	92.3975	NM_000201	NA	NA
3423	788.2695652	NR_104128/NM_001166550/NM_000202/NM_006123	NA	NA
3425	788.2695652	XM_006713882/XM_006713881/NR_110313/NM_000203	NA	NA
3426	442.35	XM_006714210/XM_006714209/XM_005262976/XM_005262975/NM_000204	NA	NA
3561	442.35	NM_000206	NA	NA
3630	442.35	NM_001185098/NM_001185097/NM_000207	165.566917511937	0.00380365328359896
3651	442.35	NM_000209	NA	NA
3691	314.52	XM_005257311/XM_006721870/XM_006721869/XM_006721868/XM_006721867/XM_006721866/XM_005257312/XM_005257309/NM_000213/NM_001005731/NM_001005619	NA	NA
182	442.35	NM_000214	NA	NA
3718	442.35	XR_430137/XM_006722745/XM_005259896/NM_000215	NA	NA
3736	442.35	NM_000217	NA	NA
3753	314.52	NM_001270403/NM_001270405/NM_001270404/NM_000219/NM_001270402/NM_001127669/NM_001127668/NM_001127670	NA	NA
3815	442.35	XM_006714038/XM_005265742/XM_005265741/XM_005265740/NM_000222/NM_001093772	NA	NA
3859	314.52	NM_000223	176.161967222481	0.0015878508202976
3914	314.52	XM_005273124/NM_001127641/NM_001017402/NM_000228	NA	NA
3952	92.3975	XM_005250340/NM_000230	83.8432730744635	0.0245729191807138
6445	442.35	XM_006719861/XM_005266505/NM_000231	NA	NA
6443	442.35	XM_006714049/XM_006714048/XM_006714047/XM_006714046/NM_000232	NA	NA
3978	1387.535714	XR_430201/XM_006723217/XR_430200/XM_006723216/XM_006723215/NR_110296/NM_001289064/NM_001289063/NM_000234/XR_243934/XR_243932/XM_005258934	NA	NA
3990	442.35	XM_006720502/XM_005254374/XM_006720501/XM_005254372/NM_000236	NA	NA
4023	442.35	NM_000237	NA	NA
3757	442.35	XM_006715977/NM_001204798/NM_172057/NM_172056/NM_000238	435.666844276962	0.00201001923815983
4128	92.3975	NM_001270458/NM_000240	72.212318332665	0.00671254633512812
4233	442.35	XM_006715991/XM_006715990/XM_006715989/XM_006715988/NM_001127500/NM_000245	NA	NA
4261	442.35	XM_006720883/XM_006720882/XM_006720881/XM_005255321/XM_005255320/XM_006720880/NR_104444/NM_001286403/NM_001286402/XM_005255323/NM_000246	NA	NA
4292	1387.535714	XR_427268/XM_005265166/XM_005265164/XM_005265163/XM_005265161/NM_001258274/NM_001258273/NM_001258271/NM_001167619/NM_001167618/NM_001167617/NM_000249	NA	NA
4436	1387.535714	XM_005264332/NM_001258281/NM_000251	NA	NA
4547	788.2695652	XM_005263025/NM_000253	NA	NA
4607	442.35	XM_006718238/NM_000256	NA	NA
4647	1387.535714	XM_006718561/XM_006718560/XM_006718559/XM_006718558/XM_005274012/NM_001127179/NM_001127180/NM_000260	NA	NA
4653	442.35	NM_000261	NA	NA
4668	1387.535714	XM_005261617/XM_005261616/XM_005261615/NM_000262	NA	NA
4669	1387.535714	XM_006721921/XM_006721920/NM_000263	NA	NA
5727	937.4571429	XR_242599/XM_005252102/NM_001083605/NM_001083602/NM_001083604/NM_001083607/NM_000264/NM_001083606/NM_001083603	NA	NA
4693	442.35	NM_000266	253.863855225704	0.000750928789420142
4763	1229.645455	XM_006721928/XM_006721927/XM_006721926/XM_006721925/XM_006721924/XM_006721923/XM_006721922/XM_005257984/XM_005257983/NM_001128147/NM_001042492/NM_000267	NA	NA
4860	1229.645455	NM_000270	NA	NA
4864	1387.535714	XM_006722479/XM_005258278/XM_005258279/XM_005258277/NM_000271	NA	NA
4867	937.4571429	XM_006712552/XM_006712551/XM_005263679/XM_005263678/XM_005263677/XM_005263676/XM_005263675/NM_001128179/NM_001128178/NM_207181/NM_000272	NA	NA
4935	788.2695652	XM_005274542/XM_005274541/NM_000273	NA	NA
4942	1387.535714	XM_006717871/NM_001171814/NM_000274	NA	NA
4952	788.2695652	XM_006724761/XM_006724760/XM_005262422/XM_005262421/NM_000276/NM_001587	NA	NA
5053	937.4571429	NM_000277	NA	NA
5095	937.4571429	XM_005254059/NM_001178004/NM_001127692/NM_000282	NA	NA
5158	442.35	XM_005272280/XM_005272279/NM_001145291/NM_000283/NM_001145292	NA	NA
5184	1387.535714	NM_001166057/NM_001166056/NM_000285	NA	NA
5193	1387.535714	NM_000286	NA	NA
5191	1387.535714	XM_006715503/XM_006715502/XM_005267019/NM_000288	NA	NA
5256	937.4571429	XM_006724498/XM_005274550/XM_005274548/XM_006724497/XM_006724496/NM_000292	NA	NA
5257	937.4571429	XM_005255984/XM_005255983/NM_001031835/NM_000293	NA	NA
5310	442.35	XM_006720895/XM_006720894/XR_429643/XR_429642/XM_006720893/XM_006720892/XM_006720891/XM_006720890/XM_006720889/XM_005255370/NM_000296/NM_001009944	NA	NA
5317	442.35	NM_000299/NM_001005337	NA	NA
5320	314.52	NM_001161729/NM_001161728/NM_001161727/NM_000300	232.327677987185	0.00263233962864047
5351	442.35	NM_000302	NA	NA
5373	1387.535714	XM_005255374/XM_005255373/XM_005255372/NM_000303	NA	NA
5449	442.35	NM_000306/NM_001122757	NA	NA
5456	92.3975	NM_000307	NA	NA
5498	1387.535714	XM_006711406/XM_005245295/XM_006711405/XM_006711404/XM_006711403/XM_005245291/XM_006711402/NM_001122764/NM_000309	NA	NA
5627	442.35	XM_005247626/NM_000313	NA	NA
5728	788.2695652	XM_006717927/XM_006717926/NM_000314	NA	NA
5741	314.52	NM_000315	216.315557355113	0.00328001096909576
5745	442.35	XM_005265343/XM_006713272/XM_005265344/XM_005265342/NM_001184744/NM_000316	NA	NA
5805	937.4571429	NM_000317	NA	NA
5828	1387.535714	NM_001172087/NM_001172086/NM_001079867/NM_000318	NA	NA
5830	1387.535714	XM_006719132/XM_006719131/XM_006719130/XM_005253452/XM_006719129/XM_005253451/XM_005253455/XM_005253453/NM_001131026/NM_001131025/NM_001131024/NM_001131023/NM_000319	NA	NA
5860	937.4571429	XR_241677/NM_000320	NA	NA
5925	442.35	NM_000321	NA	NA
5961	442.35	XM_005249261/XR_427834/NM_000322	NA	NA
6094	92.3975	NM_000327	2.61213438827721	0.00207961243540139
6247	442.35	NM_000330	NA	NA
6310	937.4571429	NM_001128164/NM_000332	NA	NA
6329	788.2695652	XM_005257566/NM_000334	NA	NA
6444	788.2695652	XM_006714912/XM_006714911/XM_005265966/XM_005265965/XM_005265967/NM_001128209/NM_000337/NM_172244	NA	NA
6557	937.4571429	XM_006720656/XM_005254606/XM_005254605/NM_001184832/NM_000338	NA	NA
6559	442.35	XM_005256119/NM_001126108/NM_001126107/NM_000339	NA	NA
6606	442.35	XM_005248575/XM_006714677/XM_005276775/NM_000344/NM_022874	NA	NA
6607	442.35	NM_022876/NM_022877/NM_017411/NM_022875	NA	NA
6622	314.52	NM_001146055/NM_001146054/NM_007308/NM_000345	NA	NA
6662	788.2695652	NM_000346	NA	NA
6710	442.35	XM_006720241/XM_005268023/NM_000347/NM_001024858	NA	NA
6770	442.35	XM_006716393/XM_005273620/XM_006716392/XM_005273619/NM_000349	NA	NA
24	937.4571429	NM_000350	NA	NA
6948	442.35	NM_001184726/NM_000355	NA	NA
7051	788.2695652	NM_000359	NA	NA
7054	937.4571429	NM_199293/NM_000360/NM_199292	NA	NA
7056	92.3975	NM_000361	NA	NA
7137	92.3975	NM_000363	NA	NA
7172	442.35	NM_000367	NA	NA
7248	788.2695652	XM_006717272/XM_006717271/XM_005272211/NM_001162427/NM_001162426/NM_000368	NA	NA
7253	442.35	XM_006720245/XM_005268037/XM_005268039/NM_001142626/NM_001018036/NM_000369	NA	NA
7276	442.35	NM_000371	NA	NA
7372	1387.535714	NR_033437/NR_033434/NM_000373	NA	NA
7389	1229.645455	XM_005271170/XM_005271169/NR_036510/NM_000374	NA	NA
7498	1387.535714	NM_000379	NA	NA
326	442.35	XM_005261110/NM_000383	362.126575964767	0.00463710507516672
338	442.35	NM_000384	NA	NA
642	1229.645455	NM_000386	NA	NA
788	1387.535714	XM_006713327/NM_000387	NA	NA
846	442.35	XM_006713790/XM_006713789/XM_005247837/XM_005247836/NM_001178065/NM_000388	NA	NA
1026	92.3975	NM_001220778/NM_001220777/NM_078467/NM_000389	NA	NA
1121	788.2695652	XM_006724615/NM_001145414/NM_000390	NA	NA
1200	1229.645455	NM_000391	NA	NA
1439	314.52	XM_005261342/XM_005261340/NM_000395	NA	NA
2068	1387.535714	XM_005258639/NM_001130867/NM_000400	NA	NA
2132	788.2695652	NM_001178083/NM_000401/NM_207122	NA	NA
2582	1387.535714	NM_001127621/NM_000403/NM_001008216	NA	NA
2760	442.35	NM_001167607/NM_000405	NA	NA
2798	788.2695652	NM_001012763/NM_000406	270.751328339446	0.000182759840491175
2820	1387.535714	XM_005246470/XM_005246469/NM_000408/NM_001083112	NA	NA
2978	442.35	XM_006715073/NM_000409	NA	NA
3295	1387.535714	NM_001199291/NM_001199292/NM_000414	NA	NA
3459	314.52	XM_006715471/XM_006715470/NM_000416	145.707587533003	0.00235881972529569
3559	92.3975	XM_005252446/NM_000417	44.2094127752078	0.0102339667198788
3792	92.3975	XM_005276990/XM_005276989/XM_005249995/XM_005249994/XM_005276988/XM_005249993/NM_000420	69.178609499432	0.0151434581022214
3872	442.35	XM_005257349/NM_000422	NA	NA
4053	314.52	NM_000428	244.771682419335	0.00352641863792446
5048	1229.645455	NM_000430	NA	NA
4598	1387.535714	XM_005253884/XM_005253883/NM_001114185/NM_000431	NA	NA
4688	442.35	XM_005245207/NM_001190794/NM_001190789/NM_001127651/NM_000433	NA	NA
4758	442.35	NM_000434	27.7287509597176	0.000405464677291737
4854	92.3975	XM_005259924/NM_000435	NA	NA
5019	1229.645455	XR_427658/NM_000436	NA	NA
5122	442.35	NM_001177876/NM_001177875/NM_000439	NA	NA
5145	442.35	XR_427777/XR_245856/NM_000440	NA	NA
5339	442.35	XM_006716591/XM_005250984/XM_006716590/XM_006716589/XM_005250979/XM_005250980/XM_006716588/NM_201384/NM_201383/NM_201382/NM_201380/NM_201381/NM_201379/NM_201378/NM_000445/XM_005250983/XM_005250982/XM_005250981/XM_005250978/XM_005250977/XM_005250976	NA	NA
5445	442.35	XM_005250454/XM_005250453/NM_001018161/NM_000305	NA	NA
5664	442.35	XM_005273199/NM_012486/NM_000447	NA	NA
5896	442.35	XM_005253041/NM_000448	NA	NA
5993	314.52	XM_005245406/XM_005245405/NM_001025603/NM_000449	179.230867328463	0.000522901882233244
6401	314.52	NM_000450	NA	NA
6555	1387.535714	NM_000452	NA	NA
6647	1387.535714	NM_000454	NA	NA
6794	937.4571429	XM_005259618/XM_005259617/NM_000455	NA	NA
6821	1387.535714	XM_005269112/NM_001032387/NM_001032386/NM_000456	NA	NA
3172	937.4571429	NM_001287184/NM_001287183/NM_001287182/XM_005260407/NM_001258355/NM_178850/NM_178849/NM_000457/NM_175914/NM_001030004/NM_001030003	NA	NA
6928	442.35	NM_001165923/NM_000458	NA	NA
7010	442.35	NM_001290078/NM_001290077/NM_000459/XM_005251563/XM_005251562/XM_005251561	NA	NA
7066	92.3975	NM_001177597/NM_001289998/NM_001290028/NM_001290027/NM_001290026/NM_001290022/NM_000460/NM_001290003/NM_001289997/NM_001177598/XM_005247737/XM_006713739/XM_006713738	92.3975	0.00418702421602316
580	442.35	NR_104216/NR_104215/NR_104212/NM_001282545/NM_001282543/NM_000465/NM_001282549/NM_001282548	NA	NA
7291	788.2695652	XM_006715769/XR_428087/XR_428086/XR_428085/NM_000474	122.401291639838	0.000424925323502773
190	442.35	NM_000475	NA	NA
213	314.52	NM_000477	167.451599783048	0.00184892823985756
272	442.35	NM_001172431/NM_001172430/NM_001025390/NM_001025389/NM_000480	NA	NA
275	1387.535714	NR_028435/NM_001164712/NM_001164711/NM_001164710/NM_000481	NA	NA
353	1387.535714	NM_001030018/NM_000485	NA	NA
546	937.4571429	XM_006724668/XM_006724667/XM_005262157/XM_005262156/XM_006724666/XM_005262155/XM_005262154/XM_005262153/NM_138270/NM_000489	NA	NA
551	442.35	NM_000490	NA	NA
713	314.52	XM_005245982/NM_000491	NA	NA
1415	442.35	XM_006724141/NM_000496	NA	NA
2161	92.3975	NM_000505	NA	NA
2147	442.35	XR_428840/NM_000506	NA	NA
2243	442.35	NM_021871/NM_000508	138.492542961456	0.00222520461173279
2266	442.35	NM_021870/NM_000509	NA	NA
2488	442.35	NM_001018080/NM_000510	NA	NA
2668	442.35	NM_001278098/NM_001190469/NM_001190468/NM_000514/NM_199231	NA	NA
3074	1387.535714	NM_000521	NA	NA
3767	442.35	XM_006718226/NM_001166290/NM_000525	NA	NA
7436	937.4571429	XM_006716865/XM_006716864/NM_003383/NM_001018056	NA	NA
4158	442.35	NM_000529	NA	NA
4359	442.35	NM_000530	NA	NA
5009	1387.535714	NM_000531	NA	NA
5096	937.4571429	XM_005247508/NM_001178014/NM_000532	NA	NA
5354	442.35	NM_001128834/NM_199478/NM_000533	NA	NA
5378	442.35	XM_006712596/NR_110332/NM_001289409/NM_001289408/XM_005246649/XM_005246647/NM_001128144/NM_001128143/NM_000534	NA	NA
5395	1387.535714	XM_006715744/XM_006715743/XM_006715742/NR_003085/NM_000535	1296.93967817189	0.00293666789177868
5994	442.35	NM_000538	115.499028686388	0.000889306182886854
6295	442.35	XM_005246100/XM_005246099/NM_000541	NA	NA
6439	92.3975	XM_006712076/XM_005264490/XM_005264489/XM_005264488/XM_005264487/NM_000542/NM_198843	NA	NA
6609	1229.645455	XM_005253075/NM_001007593/NM_000543	NA	NA
6927	442.35	XM_005253931/NM_000545	NA	NA
7157	442.35	NM_001276699/NM_001276698/NM_001276697/NM_001276696/NM_001276695/NM_001276761/NM_001276760/NM_001126118/NM_001126114/NM_001126113/NM_001126112/NM_000546/NM_001126117/NM_001126116/NM_001126115	NA	NA
7173	442.35	XR_426959/XM_005264698/XM_005264705/XM_005264704/XM_005264702/XM_005264701/XM_005264700/XM_005264699/NM_001206745/NM_001206744/NM_000547/NM_175719/NM_175721/NM_175722	NA	NA
7249	788.2695652	XM_005255532/XM_005255531/XM_005255530/XM_005255529/XM_005255528/XM_005255527/NM_001114382/NM_000548/NM_001077183	NA	NA
7252	442.35	NM_001277991/NM_000549	NA	NA
7306	442.35	XM_005251574/NM_000550	NA	NA
7428	442.35	NM_198156/NM_000551	226.816878581038	0.0014546500508647
7450	442.35	NM_000552	NA	NA
1406	92.3975	NM_000554	19.4525869249382	0.00116925382180254
8200	442.35	NM_000557	NA	NA
3040	314.52	NM_000517	NA	NA
3039	314.52	NM_000558	NA	NA
731	442.35	NM_000562	NA	NA
3568	314.52	XM_006713127/NM_001243099/NM_175726/NM_000564/NM_175724/NM_175725/NM_175728/NM_175727	NA	NA
3570	442.35	XM_006711299/XM_006711298/XM_005245140/XM_005245139/NM_001206866/NM_181359/NM_000565	227.958520177166	0.00214652711653668
2209	92.3975	XM_005244958/XM_005244957/NM_000566	NA	NA
2214	92.3975	XM_006711211/XM_006710064/XM_006710063/NM_001127596/NM_001127595/NM_001127593/NM_001127592/NM_000569	NA	NA
3586	442.35	NM_000572	NA	NA
1604	92.3975	XM_005273077/NM_001114752/NM_000574	NA	NA
3552	92.3975	NM_000575	NA	NA
3553	314.52	XM_006712496/NM_000576	NA	NA
2638	442.35	XM_006714177/NM_001204307/NM_001204306/NM_000583	NA	NA
3600	92.3975	NR_037840/NM_172175/NM_000585	NA	NA
3558	92.3975	NM_000586	NA	NA
730	442.35	NM_000587	NA	NA
3565	92.3975	XR_427710/NM_172348/NM_000589	19.9999618134198	0.0101468136042642
3578	92.3975	NM_000590	NA	NA
929	92.3975	NM_001174105/NM_001174104/NM_001040021/NM_000591	20.4366308612759	0.00591668270245407
6890	442.35	NM_000593	NA	NA
7124	92.3975	NM_000594	NA	NA
4049	92.3975	NM_000595/NM_001159740	76.1702012544918	0.0208327586785357
3484	442.35	NM_000596	NA	NA
3485	442.35	NM_000597	NA	NA
3486	442.35	NM_001013398/NM_000598	NA	NA
3569	314.52	XM_005249745/NM_000600	NA	NA
3082	442.35	XM_006715956/NM_001010932/NM_000601/NM_001010934/NM_001010933/NM_001010931	NA	NA
4846	92.3975	XM_006716002/XM_006716001/XM_006716000/NM_001160111/NM_001160110/NM_001160109/NM_000603	NA	NA
733	442.35	XR_245338/NM_000606	NA	NA
960	442.35	XM_006718390/XM_005253240/XM_005253239/XM_005253238/XM_005253235/XM_005253234/XM_005253233/XM_006718389/XM_006718388/XM_005253232/XM_005253231/NM_001202557/NM_001202556/NM_001202555/NM_001001392/NM_001001391/NM_001001390/NM_001001389/NM_000610	NA	NA
3481	442.35	NM_001127598/NM_000612/NM_001007139	NA	NA
3263	442.35	XM_005252883/NM_000613	NA	NA
920	314.52	NM_001195017/NM_001195016/NM_001195014/NM_001195015/NM_000616	NA	NA
3479	442.35	XM_005268835/NM_000618/NM_001111285/NM_001111284/NM_001111283	NA	NA
624	442.35	NM_000623	NA	NA
974	314.52	XM_005257858/NM_001039933/NM_021602/NM_000626	NA	NA
4052	442.35	XM_006712019/XM_005264319/XM_005264318/XM_005264317/XM_005264316/XM_005264315/NM_001166266/NM_001166265/NM_001166264/NM_000627/NM_206943	NA	NA
3588	442.35	NM_000628	NA	NA
3454	442.35	XM_005260964/NM_000629	NA	NA
4689	442.35	NM_000631/NM_013416	NA	NA
3684	442.35	XM_006721045/NM_001145808/NM_000632	NA	NA
596	314.52	XR_430082/XM_006722523/NM_000657/NM_000633	NA	NA
6648	1387.535714	NM_001024466/NM_001024465/NM_000636	NA	NA
2936	1229.645455	NM_001195104/NM_001195103/NM_001195102/NM_000637	NA	NA
7448	442.35	NM_000638	NA	NA
356	442.35	NM_000639	NA	NA
3598	442.35	NM_000640	NA	NA
3589	92.3975	NM_000641/NM_001267718	NA	NA
178	1229.645455	XM_005270557/NM_000642/NM_000644/NM_000646/NM_000643/NM_000645/NM_000028	NA	NA
729230	442.35	NM_001123396/NM_001123041	NA	NA
6402	92.3975	NM_000655/NR_029467	NA	NA
7040	442.35	NM_000660	NA	NA
18	1229.645455	XM_005255154/NM_001127448/NM_000663/NM_020686	NA	NA
43	1229.645455	XM_006715995/XM_006715994/NM_001282449/XM_005250358/XM_005250357/NM_000665/NM_015831	NA	NA
140	937.4571429	XM_005270490/XM_005270486/XM_005270489/XM_005270485/NM_000677/NM_001081976/NM_020683	NA	NA
146	442.35	NM_000678	442.349994523992	0.00182614786933424
151	442.35	NM_000682	NA	NA
191	1387.535714	XM_005260316/XM_005260317/NM_000687/NM_001161766	NA	NA
239	442.35	XM_006721497/XM_006721496/XM_005256588/NM_000697	NA	NA
240	1387.535714	NM_001256154/NM_000698/NM_001256153	NA	NA
301	442.35	NM_000700	NA	NA
476	442.35	XM_006710655/NM_001160234/NM_001160233/NM_000701	NA	NA
552	937.4571429	XM_005269002/NM_000706	NA	NA
593	1387.535714	NM_001164783/NM_000709	NA	NA
623	442.35	NM_000710	NA	NA
644	442.35	NM_001253823/NM_000712	NA	NA
645	788.2695652	NM_000713	NA	NA
706	1229.645455	NR_046308/NM_001256531/NM_001256530/NM_000714	NA	NA
776	937.4571429	XM_006713325/XM_005265448/NM_001128840/NM_001128839/NM_000720	NA	NA
781	442.35	XM_006716121/XM_006716120/XM_006716119/XM_006716118/XM_005250574/XM_005250573/XM_005250572/XM_005250570/NM_000722	NA	NA
786	442.35	NM_000727	NA	NA
885	314.52	NM_000729/NM_001174138	47.7159487554676	0.00190289116749332
915	314.52	NM_001040651/NM_000732	56.9304615340771	0.00206651974437238
916	314.52	NM_000733	314.52	0.00822357706982068
1081	442.35	NM_001252383/NM_000735	NA	NA
1136	788.2695652	XM_006720382/NR_046313/NM_001166694/NM_000743	NA	NA
1137	788.2695652	XM_005260191/NR_046317/NM_001256573/NM_000744	NA	NA
1139	937.4571429	NR_046324/NM_000746/NM_001190455	NA	NA
1140	442.35	NM_000747	NA	NA
1141	442.35	XM_006711143/NM_000748	NA	NA
1384	1229.645455	XM_005251709/XM_005251707/XM_005251708/XM_005251706/NM_001257363/NM_000755	NA	NA
1392	442.35	NM_000756	NA	NA
1437	92.3975	NM_000758	NA	NA
1441	442.35	XM_005270495/XM_005270493/XM_005270492/NM_172313/NM_156039/NM_000760	NA	NA
1621	937.4571429	NM_000787	NA	NA
1633	1387.535714	NM_000788	NA	NA
1644	1387.535714	XM_005271745/NM_001242890/NM_001242889/NM_001242888/NM_001242887/NM_001242886/NM_000790/NM_001082971	NA	NA
1733	442.35	NM_001039716/NM_213593/NM_001039715/NM_000792	NA	NA
1734	442.35	NM_013989/NM_001242503/NM_001242502/NM_000793/NM_001007023	NA	NA
1814	937.4571429	NM_033663/NM_001282563/NM_001290809/NM_000796/XM_006713522/XM_005247171	NA	NA
